EventID,DateTime,Evla,Evlo,Depth,Mag
0,19910101000306,36.66716666666667,139.4675,0.98,1.0
1,19910101001337,33.85033333333333,138.768,2.83,3.0
2,19910101003324,36.2175,141.00083333333333,0.46,1.8
3,19910101014458,34.86783333333334,137.95149999999998,3.47,1.6
5,19910101020016,34.91716666666667,136.88466666666665,0.09,1.8
6,19910101020713,34.36716666666667,140.73366666666666,0.36,2.2
8,19910101031341,36.98483333333333,142.16783333333333,0.67,2.3000000000000003
9,19910101032719,33.5345,141.11716666666666,0.6,2.7
10,19910101034953,35.33450000000001,140.35016666666667,3.31,2.8000000000000003
11,19910101052657,23.91783333333333,125.951,0.0,2.8000000000000003
12,19910101053305,24.1835,126.21733333333331,0.94,3.2
13,19910101061126,32.851,130.167,1.12,1.3
14,19910101061225,35.66699999999999,136.35083333333333,1.42,1.3
15,19910101061500,37.2345,138.56766666666667,1.52,3.0
16,19910101070020,30.36816666666667,131.43383333333333,0.0,2.7
18,19910101075107,42.91783333333333,143.25033333333334,1.21,2.9000000000000004
19,19910101075116,32.6335,138.31766666666667,4.23,2.9000000000000004
21,19910101083817,35.38383333333333,140.40133333333333,4.26,1.2000000000000002
22,19910101093048,32.717666666666666,130.16716666666665,1.26,1.1
23,19910101094610,36.4,140.88433333333333,0.43,1.5
24,19910101104022,34.550999999999995,140.18333333333334,11.96,1.6
25,19910101120335,35.15083333333333,139.85033333333334,4.2,1.2000000000000002
26,19910101123606,33.7175,140.60116666666667,0.52,2.0
27,19910101124801,34.468,140.8,3.5700000000000003,0.8
28,19910101135016,29.41666666666667,139.9015,3.96,3.6
29,19910101135529,36.68383333333333,139.3015,1.34,1.3
30,19910101141350,37.43433333333333,139.80083333333334,15.06,2.8000000000000003
31,19910101142648,35.3175,141.30133333333333,0.27,1.3
32,19910101154614,36.60116666666667,139.41683333333333,1.43,2.0
33,19910101154909,36.217333333333336,140.63333333333333,5.2,1.5
34,19910101155013,36.60066666666667,139.43366666666668,1.18,1.3
35,19910101162155,41.4675,141.11683333333337,0.97,2.0
36,19910101163159,40.867833333333344,143.2845,0.06,3.0
37,19910101172955,35.73483333333333,139.58433333333335,2.98,1.9
38,19910101182722,40.234,141.317,1.06,1.9
39,19910101194239,39.21716666666667,142.21666666666667,8.370000000000001,1.6
41,19910101195814,32.75,130.20033333333333,0.86,1.8
42,19910101200531,37.0515,140.31683333333334,8.05,1.5
43,19910101202015,38.20033333333333,140.01683333333335,1.2,1.7000000000000002
44,19910101204242,42.651,143.534,7.59,3.2
45,19910101210630,36.468,141.18433333333334,3.96,4.4
46,19910101211249,36.451333333333345,141.16799999999995,4.42,2.4000000000000004
47,19910101211420,36.38483333333333,141.16799999999995,0.35000000000000003,1.5
48,19910101213020,36.483833333333344,141.218,3.71,3.3000000000000003
49,19910101214135,36.450833333333335,141.21716666666666,3.85,1.8
50,19910102001807,36.58416666666667,141.31733333333332,3.17,1.9
53,19910102010130,42.96666666666667,145.40083333333334,4.29,3.9
54,19910102020805,34.8835,137.50133333333332,3.56,1.3
55,19910102021637,34.16716666666667,136.78483333333332,0.21,1.4
58,19910102031736,34.75083333333333,140.0836666666667,0.64,1.1
59,19910102031850,37.31800000000001,141.88366666666667,0.28,2.8000000000000003
60,19910102040439,38.901,142.53433333333334,2.58,3.2
61,19910102044854,26.35066666666667,127.33416666666666,3.87,2.7
62,19910102045634,36.767,139.01700000000002,14.37,2.4000000000000004
63,19910102050418,36.11816666666667,140.00016666666667,6.91,1.5
64,19910102070028,35.117,140.351,0.59,1.7000000000000002
65,19910102073540,38.001333333333335,142.9846666666666,0.25,3.1
66,19910102090438,39.951,143.53416666666666,0.0,2.5
67,19910102091638,34.384,139.2345,0.06,0.9
68,19910102092511,34.98466666666667,139.1845,1.13,1.2000000000000002
69,19910102093016,35.534666666666666,140.034,5.93,2.0
70,19910102100134,35.93483333333333,140.3011666666667,4.19,2.0
71,19910102101327,35.38383333333333,140.351,3.37,2.3000000000000003
72,19910102101838,43.93416666666666,145.43366666666668,15.24,3.7
73,19910102102341,35.38483333333333,140.3838333333333,6.71,1.1
74,19910102103220,34.80083333333333,137.60049999999998,3.04,1.4
75,19910102104039,35.36683333333333,140.35,2.45,1.5
78,19910102105944,43.70066666666667,143.01733333333334,1.98,3.6
79,19910102110840,41.383666666666656,142.88483333333332,0.13,2.7
81,19910102115353,35.4345,140.417,3.5700000000000003,2.1
82,19910102125754,34.05116666666667,135.06716666666665,1.56,1.8
83,19910102142405,34.38433333333333,139.21766666666667,0.35000000000000003,2.1
85,19910102155458,33.93416666666666,135.2335,0.91,2.0
86,19910102155916,35.30033333333333,133.35033333333334,1.08,2.4000000000000004
88,19910102164838,35.117,140.50066666666666,3.31,1.7000000000000002
89,19910102165546,37.23416666666667,138.56666666666666,0.98,3.0
90,19910102170043,35.4515,136.6345,4.38,1.4
91,19910102170645,35.13383333333333,140.667,4.78,1.6
92,19910102172346,35.10066666666667,140.68466666666666,5.13,4.2
93,19910102180001,36.201,141.034,4.18,1.6
94,19910102181216,34.13466666666667,142.018,0.7000000000000001,2.2
95,19910102181828,34.80083333333333,137.60133333333332,2.84,1.2000000000000002
96,19910102182009,34.80083333333333,137.60066666666665,2.87,1.2000000000000002
97,19910102183217,42.43333333333333,142.66716666666662,0.87,2.2
98,19910102185317,26.51733333333333,127.35,0.2,2.3000000000000003
99,19910102234444,35.233666666666664,138.40016666666668,1.95,0.5
100,19910102234455,35.217833333333346,138.3845,1.89,1.0
101,19910102234853,27.01733333333333,128.1515,2.33,2.3000000000000003
102,19910103020528,39.23333333333333,141.3835,6.98,1.4
104,19910103025057,32.834833333333336,130.61700000000002,0.49,2.0
105,19910103051254,37.8835,142.451,0.35000000000000003,3.1
106,19910103052925,41.951,143.11666666666667,0.49,2.3000000000000003
107,19910103055429,39.90116666666667,142.65066666666667,2.87,3.1
108,19910103061615,36.817333333333345,140.967,8.43,2.7
109,19910103065050,28.65,139.65016666666668,4.76,3.8
110,19910103070108,36.717333333333336,141.20066666666662,4.24,2.3000000000000003
111,19910103070258,35.251,141.11716666666666,0.56,1.5
113,19910103090659,25.13383333333333,127.68366666666668,0.24,3.2
115,19910103093128,40.901,143.40133333333333,0.0,3.5
