EventID,DateTime,Evla,Evlo,Depth,Mag
0,19920101005321,39.1675,143.60033333333334,0.19,3.1
1,19920101005434,33.53333333333333,131.83450000000002,8.620000000000001,2.6
2,19920101010419,34.934666666666665,139.151,1.26,0.7000000000000001
3,19920101012207,34.93383333333333,139.16733333333332,1.24,0.2
4,19920101023404,39.617333333333335,142.00066666666666,4.47,1.3
5,19920101023527,35.883666666666656,138.51816666666667,1.06,0.9
6,19920101030829,42.85116666666667,148.33383333333333,0.0,3.2
7,19920101034049,34.933499999999995,139.1835,1.11,0.1
8,19920101034607,37.41683333333333,141.83450000000005,0.35000000000000003,2.2
9,19920101042507,29.7845,131.16666666666666,0.68,3.1
10,19920101044726,37.15033333333333,142.05033333333338,0.54,2.1
11,19920101051331,33.51733333333333,132.03483333333332,6.42,2.2
13,19920101055603,45.00116666666667,151.86783333333338,0.0,4.800000000000002
14,19920101070721,38.317,141.53433333333334,1.79,1.8
17,19920101092718,33.86716666666667,135.45016666666666,6.45,3.2
18,19920101100822,39.684166666666655,141.78483333333332,0.47,0.5
19,19920101101251,34.18483333333333,136.901,0.19,2.2
20,19920101110420,33.350500000000004,135.0345,0.22,1.9
21,19920101124350,42.65033333333333,141.75116666666668,14.27,3.1
23,19920101140302,33.03366666666666,130.50083333333333,1.51,1.6
24,19920101140328,38.351333333333336,142.4848333333333,0.5,1.9
25,19920101140723,40.867833333333344,141.7338333333333,6.45,2.6
26,19920101143742,33.05016666666666,130.50033333333334,0.87,2.3000000000000003
28,19920101154222,43.96733333333334,145.65083333333334,15.33,2.6
29,19920101160528,33.7175,138.83383333333333,0.26,2.2
30,19920101164728,45.21783333333334,152.01816666666667,0.44,5.0
32,19920101171310,45.00116666666667,151.884,0.0,5.0
33,19920101171513,37.201333333333345,137.56716666666665,23.87,2.5
34,19920101183959,32.284,138.0675,4.0,3.5
35,19920101193156,34.0345,137.23416666666665,3.46,2.8000000000000003
36,19920101194738,38.7015,142.20149999999995,0.33,2.2
37,19920101220355,34.134,135.58416666666668,6.8100000000000005,3.9
38,19920101221606,35.300166666666655,133.1845,0.8,2.1
40,19920102002608,35.518166666666666,136.6505,1.95,1.0
41,19920102004004,31.301,131.35,4.74,2.5
45,19920102014950,32.56766666666667,141.05083333333334,0.18,2.7
