EventID,DateTime,Evla,Evlo,Depth,Mag
0,19971001002442,34.07766666666667,141.576,28.54,2.5
1,19971001003608,31.97433333333333,130.2505,6.53,1.2000000000000002
2,19971001004605,31.859,130.30816666666666,5.74,0.4
3,19971001004640,35.43366666666665,139.628,67.61,0.8
4,19971001005558,31.9855,130.30550000000002,10.88,0.8
5,19971001012328,43.13666666666666,146.94733333333338,60.89,2.6
6,19971001013641,34.43083333333333,135.02650000000003,11.96,1.0
7,19971001014242,38.8885,141.56,100.21,1.2000000000000002
8,19971001014743,35.70766666666667,138.22666666666666,7.63,2.1
9,19971001015233,31.84433333333333,130.29566666666668,7.63,1.1
10,19971001023307,32.719166666666666,130.05200000000002,11.45,1.4
11,19971001024148,33.47833333333333,134.56366666666668,38.42,1.0
12,19971001024815,31.96733333333333,130.4195,0.5700000000000001,0.4
13,19971001025114,34.48783333333333,135.556,9.1,1.4
14,19971001025440,36.00983333333333,139.882,40.99,1.4
16,19971001030306,31.96783333333333,130.4555,10.58,0.8
17,19971001030952,31.940666666666665,130.35733333333332,2.99,0.6000000000000001
18,19971001031736,27.318,129.77333333333334,0.99,1.6
19,19971001032032,31.943,130.3096666666667,5.66,1.2000000000000002
20,19971001032311,32.09166666666667,131.44833333333332,51.8,1.8
21,19971001032459,32.5055,130.5685,11.39,0.7000000000000001
22,19971001032832,31.94433333333333,130.34866666666667,6.04,0.8
23,19971001034456,36.6385,139.44883333333334,9.83,1.7000000000000002
24,19971001034502,36.638333333333335,139.44683333333333,9.97,2.8000000000000003
25,19971001035217,34.878,140.369,71.37,1.4
26,19971001035739,30.48383333333333,130.9455,0.04,1.5
27,19971001040303,26.033,128.65133333333333,0.44,2.4000000000000004
28,19971001040346,31.979,130.34166666666667,2.74,1.3
29,19971001040632,22.57566666666667,121.6065,0.64,3.7
30,19971001041801,31.87333333333333,130.30383333333336,5.68,1.3
31,19971001041912,33.501666666666665,132.61033333333333,38.86,1.1
32,19971001043321,38.913000000000004,139.94166666666666,9.07,2.1
33,19971001050223,31.95783333333333,130.45766666666665,11.39,0.8
34,19971001051804,43.03033333333333,139.28150000000002,14.81,1.7000000000000002
35,19971001052222,31.907166666666665,141.93516666666667,0.31,5.4
36,19971001053324,34.875,137.148,38.24,3.1
37,19971001053609,32.94466666666666,130.82683333333333,10.7,1.2000000000000002
38,19971001054056,41.465333333333334,142.67133333333334,36.47,1.9
39,19971001054350,31.972166666666666,130.40733333333333,3.54,1.6
40,19971001054944,36.4605,141.4615,37.8,2.6
41,19971001055116,39.425666666666665,141.4665,77.22,1.3
42,19971001061048,35.244166666666665,135.32033333333334,11.41,0.7000000000000001
43,19971001061912,27.83983333333333,130.01133333333334,69.15,3.0
44,19971001063056,33.4165,139.42733333333334,206.02,2.7
45,19971001063210,43.254,146.82316666666662,52.74,2.6
46,19971001063649,30.5905,131.44766666666666,30.36,2.0
47,19971001063906,35.914666666666655,137.60316666666665,9.22,0.2
49,19971001064447,31.11983333333333,131.62550000000002,0.33,1.8
50,19971001064658,34.40116666666667,136.41799999999998,37.35,0.6000000000000001
51,19971001070732,34.20966666666667,135.11866666666668,10.01,1.0
52,19971001071836,32.114666666666665,130.5575,8.72,0.8
53,19971001072427,42.136833333333335,142.28283333333334,33.01,4.1000000000000005
54,19971001075409,35.29,133.35,12.5,2.7
56,19971001081455,30.61483333333333,131.58016666666666,32.57,2.0
57,19971001081618,36.60966666666667,139.405,10.73,1.0
58,19971001083303,33.92766666666667,135.4085,53.47,1.4
59,19971001083756,31.94433333333333,130.315,7.55,1.8
60,19971001084904,30.624000000000002,131.58833333333334,0.22,1.6
61,19971001084932,24.151166666666665,123.79283333333332,15.96,1.2000000000000002
62,19971001092110,39.24633333333333,141.122,79.91,0.8
63,19971001093226,27.75133333333333,128.05100000000002,1.6,2.7
64,19971001093926,43.9335,142.36833333333334,215.25,2.8000000000000003
66,19971001094555,31.964666666666666,130.3205,7.55,0.8
67,19971001095628,36.215333333333334,140.86066666666667,36.55,1.3
68,19971001100326,33.52283333333333,132.52800000000002,41.14,0.8
69,19971001100418,36.315166666666656,140.51166666666666,87.26,1.1
70,19971001100710,41.344333333333346,141.37133333333338,85.2,1.3
71,19971001100912,35.31466666666665,133.34016666666668,10.67,1.1
72,19971001101225,24.085666666666665,123.57366666666668,24.85,0.9
73,19971001103112,31.99916666666667,131.61583333333334,19.56,1.4
74,19971001103752,31.820166666666665,130.28983333333332,5.3500000000000005,0.8
75,19971001104005,31.82083333333333,130.28733333333332,6.94,1.3
76,19971001105814,43.12,146.7048333333333,48.98,2.4000000000000004
77,19971001110536,41.97666666666667,142.28,54.86,1.8
78,19971001111723,35.40083333333333,139.33216666666667,115.61,1.5
79,19971001114552,32.370666666666665,131.6745,0.0,0.6000000000000001
80,19971001115349,31.9735,130.385,6.33,1.2000000000000002
81,19971001115413,34.24283333333334,135.20566666666664,7.38,1.6
82,19971001115713,33.62633333333333,130.81033333333335,0.15,0.5
83,19971001115805,37.10866666666667,141.60683333333333,41.22,3.5
84,19971001120355,26.66766666666667,127.11216666666668,72.9,2.4000000000000004
85,19971001121221,33.732,133.4675,4.05,1.7000000000000002
86,19971001121852,35.28983333333333,133.347,11.81,1.5
