EventID,DateTime,Evla,Evlo,Depth,Mag
0,19960101000352,28.49933333333333,130.55733333333333,41.79,2.0
1,19960101000540,29.31766666666667,129.1335,0.06,2.0
2,19960101000959,33.10933333333333,134.92749999999998,0.18,1.8
3,19960101001012,34.18383333333333,136.701,20.98,1.7000000000000002
4,19960101001152,35.4355,139.0306666666667,139.42000000000002,2.2
5,19960101002044,32.785666666666664,130.48033333333333,8.84,1.8
6,19960101002444,30.6775,130.8225,10.46,2.1
7,19960101003240,32.78616666666667,130.49783333333332,8.66,1.1
8,19960101003725,37.28866666666666,141.10316666666662,89.43,2.4000000000000004
9,19960101004016,34.51566666666667,134.91899999999998,12.86,1.2000000000000002
10,19960101004552,28.00333333333333,130.17816666666667,0.56,1.6
11,19960101004705,37.337833333333336,141.81483333333338,0.41,1.8
12,19960101005142,37.1415,142.09533333333334,0.39,2.3000000000000003
13,19960101011405,35.3615,135.247,13.32,1.4
14,19960101011435,35.8455,139.562,39.91,1.2000000000000002
15,19960101012933,28.4295,129.06833333333333,0.06,2.9000000000000004
16,19960101013302,35.99516666666667,137.56216666666668,8.46,1.1
17,19960101014824,33.34466666666667,138.7408333333333,2.62,2.5
18,19960101020446,28.589000000000002,130.38516666666666,55.89,1.5
19,19960101020600,43.58450000000001,147.22966666666667,83.77,3.0
21,19960101021105,43.067,146.90133333333333,0.53,3.2
22,19960101021109,36.378,140.97650000000004,47.26,2.3000000000000003
23,19960101022636,44.50566666666667,149.88933333333333,0.0,4.0
24,19960101023326,34.677166666666665,135.22483333333332,12.27,1.1
25,19960101023404,34.678999999999995,135.22416666666666,11.07,1.2000000000000002
27,19960101030343,36.54383333333333,141.40716666666668,36.39,1.6
28,19960101030756,36.68083333333333,141.43816666666666,0.35000000000000003,2.3000000000000003
29,19960101040014,27.89633333333333,130.08883333333335,0.47,1.5
30,19960101042724,34.59816666666667,140.71483333333333,0.52,1.3
31,19960101042911,34.09583333333334,135.20333333333332,9.38,1.6
32,19960101044023,28.12816666666667,130.4085,35.09,2.0
33,19960101045919,27.02733333333333,127.507,84.9,1.4
34,19960101050404,35.37633333333333,141.36783333333338,32.2,2.5
35,19960101051228,28.183000000000003,130.39916666666667,31.38,1.8
36,19960101052136,24.056166666666666,122.56683333333334,37.48,2.9000000000000004
38,19960101060052,35.0235,135.606,15.67,1.0
39,19960101064124,42.645,142.0215,129.53,1.8
40,19960101064608,28.63466666666667,129.20399999999998,0.47,1.8
41,19960101065807,35.85016666666667,137.58383333333333,12.48,1.4
42,19960101070141,37.347,137.85533333333333,22.78,3.1
43,19960101070427,37.35916666666667,137.84583333333333,24.1,2.6
44,19960101070532,37.338,137.86966666666666,5.8100000000000005,2.4000000000000004
45,19960101072102,28.2905,130.46249999999998,0.43,2.3000000000000003
46,19960101072532,31.089166666666664,131.28016666666667,45.53,1.9
47,19960101073755,37.142833333333336,139.47416666666666,0.06,1.4
48,19960101074555,42.6285,147.99349999999995,0.29,3.3000000000000003
49,19960101075756,40.6865,143.54683333333332,0.0,2.9000000000000004
50,19960101081946,36.63583333333333,141.471,0.25,2.0
51,19960101082241,33.123666666666665,132.30833333333334,0.14,1.3
52,19960101084339,29.2615,130.3195,0.4,3.0
53,19960101091034,30.685,130.82366666666667,2.67,2.0
54,19960101092244,38.4165,141.268,70.26,1.5
55,19960101093442,36.23783333333333,139.84383333333335,85.12,1.0
56,19960101095326,35.68049999999999,140.27916666666667,72.59,1.8
57,19960101095823,34.947,138.19933333333333,24.63,0.9
58,19960101100323,33.43333333333333,132.02633333333335,58.19,1.5
60,19960101110048,27.8655,130.20016666666666,52.39,1.7000000000000002
61,19960101111630,33.07866666666667,130.48716666666667,12.37,2.5
63,19960101112143,35.16033333333333,137.27083333333334,42.13,1.1
64,19960101114944,30.255,141.00733333333332,1.91,4.2
65,19960101122519,35.00433333333333,135.3431666666667,0.12,1.0
66,19960101122644,25.26433333333333,124.92516666666668,0.86,2.6
67,19960101125854,40.7575,142.57316666666662,0.31,2.7
69,19960101130334,28.488833333333336,130.53516666666667,0.52,2.9000000000000004
70,19960101130600,27.99166666666667,130.31966666666665,0.45,2.8000000000000003
74,19960101132134,27.2845,128.41299999999998,34.76,2.5
75,19960101133846,36.28533333333333,137.92766666666665,7.57,0.6000000000000001
76,19960101134847,37.36533333333333,137.82366666666667,19.28,2.3000000000000003
77,19960101154038,43.718,147.2155,0.45,3.0
78,19960101154217,38.1305,142.25799999999998,0.33,1.6
79,19960101154532,42.273833333333336,141.49433333333332,92.99,2.2
81,19960101161033,28.24466666666667,130.33616666666668,0.4,2.4000000000000004
82,19960101161432,32.36583333333333,131.85583333333332,12.05,1.9
83,19960101161745,34.882,136.56866666666667,38.92,1.0
84,19960101162820,36.508833333333335,140.61383333333333,53.18,1.6
85,19960101164520,36.37266666666667,138.40866666666668,11.95,0.7000000000000001
87,19960101172822,33.097500000000004,132.06233333333336,38.05,2.0
88,19960101173932,31.99283333333333,129.51816666666667,3.68,2.7
90,19960101180639,42.140166666666666,139.24433333333332,19.69,3.2
92,19960101182116,35.03533333333333,138.3295,24.9,0.9
93,19960101182449,36.714333333333336,141.19633333333334,42.58,2.5
94,19960101182555,29.37716666666667,129.18216666666666,0.12,2.7
95,19960101183403,34.32666666666667,139.19283333333334,6.66,1.7000000000000002
97,19960101185820,35.7855,139.80800000000002,25.22,1.2000000000000002
98,19960101185957,26.1845,126.351,72.76,3.1
100,19960101194038,35.86866666666667,137.56266666666667,9.45,0.9
101,19960101195136,35.85716666666667,137.56516666666667,9.4,1.5
103,19960101203205,37.0615,142.371,0.36,3.1
104,19960101204701,37.135166666666656,142.31666666666666,0.19,3.9
105,19960101204912,27.93166666666667,130.11233333333334,0.54,1.4
107,19960101212814,35.73116666666667,136.27866666666668,8.96,2.2
108,19960101214445,40.244333333333344,143.92600000000002,0.3,3.0
109,19960101214534,28.29816666666667,130.00233333333333,24.66,3.0
110,19960101215523,40.561,143.09666666666666,0.0,3.0
111,19960101215850,29.249,130.2781666666667,0.59,1.9
113,19960101224009,41.373666666666665,140.0595,8.4,2.5
114,19960101224556,33.098333333333336,131.144,10.26,0.4
115,19960101224716,24.848000000000003,125.12933333333332,0.61,2.6
116,19960101224744,31.301666666666666,131.6495,30.67,1.6
117,19960101224922,33.10466666666667,131.17166666666665,7.36,0.7000000000000001
118,19960101225556,27.906999999999996,130.24499999999998,0.45,1.8
119,19960101225619,36.035,139.4185,0.93,0.6000000000000001
